"","countyfp","facemask_never","facemask_rarely","facemask_sometimes","facemask_frequently","facemask_always","fips"
"2352","45071",0.078,0.128,0.062,0.202,0.529,45071
"2353","45073",0.142,0.061,0.103,0.221,0.472,45073
"2354","45075",0.135,0.056,0.111,0.169,0.529,45075
"2355","45077",0.066,0.059,0.146,0.236,0.493,45077
"2356","45079",0.03,0.016,0.099,0.235,0.62,45079
"2357","45081",0.053,0.095,0.117,0.206,0.529,45081
"2358","45083",0.06,0.091,0.126,0.227,0.496,45083
"2359","45085",0.128,0.054,0.154,0.182,0.483,45085
"2360","45087",0.14,0.02,0.074,0.305,0.462,45087
"2361","45089",0.034,0.057,0.12,0.158,0.631,45089
"2362","45091",0.057,0.074,0.062,0.204,0.602,45091
"2363","46003",0.239,0.073,0.236,0.15,0.302,46003
"2364","46005",0.234,0.104,0.147,0.173,0.342,46005
"2365","46007",0.147,0.052,0.117,0.327,0.356,46007
"2366","46009",0.108,0.205,0.198,0.193,0.295,46009
"2367","46011",0.04,0.124,0.263,0.229,0.345,46011
"2368","46013",0.256,0.098,0.142,0.166,0.338,46013
"2369","46015",0.163,0.075,0.168,0.264,0.33,46015
"2370","46017",0.161,0.059,0.157,0.253,0.371,46017
"2371","46019",0.12,0.085,0.153,0.204,0.438,46019
"2372","46021",0.155,0.167,0.122,0.277,0.278,46021
"2373","46023",0.117,0.149,0.254,0.192,0.288,46023
"2374","46025",0.211,0.147,0.172,0.125,0.345,46025
"2375","46027",0.091,0.178,0.116,0.243,0.373,46027
"2376","46029",0.185,0.144,0.25,0.117,0.305,46029
"2377","46031",0.144,0.19,0.134,0.285,0.247,46031
"2378","46033",0.132,0.088,0.156,0.229,0.396,46033
"2379","46035",0.249,0.074,0.303,0.107,0.267,46035
"2380","46037",0.256,0.14,0.175,0.118,0.311,46037
"2381","46039",0.136,0.111,0.275,0.169,0.309,46039
"2382","46041",0.069,0.057,0.141,0.237,0.497,46041
"2383","46043",0.189,0.108,0.269,0.146,0.289,46043
"2384","46045",0.217,0.088,0.15,0.197,0.348,46045
"2385","46047",0.141,0.093,0.152,0.25,0.364,46047
"2386","46049",0.205,0.079,0.146,0.198,0.372,46049
"2387","46051",0.259,0.129,0.232,0.12,0.26,46051
"2388","46053",0.113,0.118,0.206,0.264,0.299,46053
"2389","46055",0.117,0.051,0.151,0.241,0.44,46055
"2390","46057",0.119,0.143,0.256,0.137,0.345,46057
"2391","46059",0.182,0.071,0.147,0.225,0.376,46059
"2392","46061",0.185,0.107,0.269,0.148,0.29,46061
"2393","46063",0.105,0.068,0.145,0.235,0.446,46063
"2394","46065",0.091,0.027,0.109,0.251,0.523,46065
"2395","46067",0.129,0.163,0.199,0.188,0.321,46067
"2396","46069",0.142,0.053,0.142,0.234,0.43,46069
"2397","46071",0.129,0.052,0.136,0.281,0.401,46071
"2398","46073",0.233,0.073,0.185,0.184,0.326,46073
"2399","46075",0.115,0.03,0.101,0.293,0.462,46075
"2400","46077",0.128,0.13,0.217,0.184,0.341,46077
"2401","46079",0.11,0.144,0.183,0.237,0.326,46079
"2402","46081",0.124,0.089,0.154,0.205,0.428,46081
"2403","46083",0.078,0.181,0.106,0.25,0.385,46083
"2404","46085",0.13,0.046,0.119,0.287,0.419,46085
"2405","46087",0.113,0.154,0.144,0.238,0.35,46087
"2406","46089",0.204,0.091,0.161,0.22,0.323,46089
"2407","46091",0.196,0.146,0.183,0.161,0.313,46091
"2408","46093",0.123,0.078,0.161,0.214,0.425,46093
"2409","46095",0.136,0.028,0.091,0.34,0.405,46095
"2410","46097",0.16,0.123,0.216,0.218,0.284,46097
"2411","46099",0.087,0.187,0.106,0.251,0.369,46099
"2412","46101",0.078,0.183,0.165,0.245,0.329,46101
"2413","46102",0.15,0.075,0.139,0.281,0.355,46102
"2414","46103",0.127,0.078,0.159,0.222,0.414,46103
"2415","46105",0.132,0.081,0.185,0.243,0.36,46105
"2416","46107",0.131,0.067,0.147,0.225,0.431,46107
"2417","46109",0.241,0.175,0.164,0.094,0.326,46109
"2418","46111",0.252,0.095,0.222,0.155,0.276,46111
"2419","46115",0.232,0.103,0.132,0.173,0.36,46115
"2420","46117",0.08,0.024,0.104,0.245,0.546,46117
"2421","46119",0.084,0.031,0.128,0.228,0.528,46119
"2422","46121",0.147,0.031,0.097,0.368,0.357,46121
"2423","46123",0.142,0.066,0.138,0.311,0.343,46123
"2424","46125",0.084,0.176,0.115,0.251,0.375,46125
"2425","46127",0.082,0.177,0.12,0.204,0.418,46127
"2426","46129",0.14,0.144,0.132,0.265,0.318,46129
"2427","46135",0.109,0.205,0.167,0.26,0.259,46135
"2428","46137",0.105,0.053,0.172,0.235,0.434,46137
"2429","47001",0.088,0.105,0.112,0.215,0.48,47001
"2430","47003",0.164,0.093,0.246,0.248,0.249,47003
"2431","47005",0.169,0.109,0.206,0.21,0.306,47005
"2432","47007",0.082,0.122,0.131,0.251,0.415,47007
"2433","47009",0.069,0.089,0.097,0.183,0.562,47009
"2434","47011",0.121,0.098,0.126,0.282,0.373,47011
"2435","47013",0.059,0.075,0.204,0.109,0.554,47013
"2436","47015",0.209,0.089,0.238,0.182,0.282,47015
"2437","47017",0.179,0.088,0.163,0.234,0.337,47017
"2438","47019",0.115,0.031,0.151,0.215,0.487,47019
"2439","47021",0.018,0.067,0.155,0.28,0.48,47021
"2440","47023",0.108,0.068,0.122,0.362,0.34,47023
"2441","47025",0.163,0.114,0.091,0.236,0.397,47025
"2442","47027",0.099,0.105,0.264,0.126,0.406,47027
"2443","47029",0.197,0.118,0.082,0.171,0.431,47029
"2444","47031",0.165,0.09,0.174,0.208,0.363,47031
"2445","47033",0.14,0.078,0.123,0.226,0.432,47033
"2446","47035",0.096,0.093,0.201,0.214,0.395,47035
"2447","47037",0.02,0.037,0.086,0.181,0.677,47037
"2448","47039",0.175,0.171,0.168,0.168,0.318,47039
"2449","47041",0.157,0.152,0.231,0.132,0.328,47041
"2450","47043",0.054,0.076,0.079,0.336,0.455,47043
"2451","47045",0.175,0.17,0.12,0.204,0.331,47045
"2452","47047",0.022,0.001,0.089,0.205,0.682,47047
"2453","47049",0.123,0.122,0.157,0.162,0.437,47049
"2454","47051",0.166,0.092,0.13,0.201,0.411,47051
"2455","47053",0.182,0.086,0.111,0.26,0.361,47053
"2456","47055",0.061,0.068,0.192,0.237,0.441,47055
"2457","47057",0.126,0.134,0.129,0.221,0.39,47057
"2458","47059",0.125,0.178,0.033,0.254,0.41,47059
"2459","47061",0.142,0.165,0.151,0.212,0.33,47061
"2460","47063",0.157,0.113,0.121,0.189,0.42,47063
"2461","47065",0.116,0.116,0.129,0.229,0.411,47065
"2462","47067",0.148,0.243,0.059,0.14,0.41,47067
"2463","47069",0.035,0.056,0.215,0.261,0.434,47069
"2464","47071",0.142,0.14,0.107,0.241,0.371,47071
"2465","47073",0.118,0.146,0.132,0.196,0.407,47073
"2466","47075",0.086,0.026,0.169,0.155,0.565,47075
"2467","47077",0.127,0.107,0.156,0.282,0.327,47077
"2468","47079",0.092,0.09,0.264,0.207,0.347,47079
"2469","47081",0.063,0.057,0.082,0.217,0.581,47081
"2470","47083",0.108,0.049,0.116,0.337,0.39,47083
"2471","47085",0.121,0.095,0.156,0.267,0.36,47085
"2472","47087",0.138,0.128,0.249,0.093,0.392,47087
"2473","47089",0.151,0.092,0.149,0.176,0.431,47089
"2474","47091",0.107,0.079,0.141,0.261,0.412,47091
"2475","47093",0.036,0.032,0.144,0.209,0.579,47093
"2476","47095",0.133,0.143,0.166,0.201,0.357,47095
"2477","47097",0.064,0.094,0.191,0.142,0.508,47097
"2478","47099",0.074,0.129,0.156,0.192,0.45,47099
"2479","47101",0.098,0.084,0.198,0.236,0.385,47101
"2480","47103",0.126,0.187,0.106,0.214,0.367,47103
"2481","47105",0.041,0.06,0.107,0.219,0.573,47105
"2482","47107",0.077,0.087,0.155,0.298,0.384,47107
"2483","47109",0.107,0.105,0.115,0.274,0.4,47109
"2484","47111",0.146,0.085,0.215,0.083,0.47,47111
"2485","47113",0.1,0.056,0.129,0.334,0.381,47113
"2486","47115",0.115,0.122,0.135,0.247,0.381,47115
"2487","47117",0.219,0.129,0.139,0.164,0.349,47117
"2488","47119",0.119,0.07,0.19,0.156,0.466,47119
"2489","47121",0.08,0.118,0.136,0.214,0.453,47121
"2490","47123",0.07,0.138,0.165,0.229,0.397,47123
"2491","47125",0.083,0.063,0.203,0.228,0.423,47125
"2492","47127",0.173,0.101,0.176,0.235,0.316,47127
"2493","47129",0.08,0.113,0.077,0.318,0.413,47129
"2494","47131",0.117,0.125,0.187,0.246,0.325,47131
"2495","47133",0.12,0.131,0.228,0.128,0.393,47133
"2496","47135",0.18,0.148,0.137,0.159,0.376,47135
"2497","47137",0.105,0.128,0.219,0.133,0.416,47137
"2498","47139",0.089,0.069,0.15,0.24,0.452,47139
"2499","47141",0.16,0.164,0.207,0.099,0.369,47141
"2500","47143",0.096,0.154,0.113,0.154,0.483,47143
"2501","47145",0.074,0.142,0.105,0.274,0.405,47145
"2502","47147",0.187,0.069,0.081,0.159,0.504,47147
"2503","47149",0.081,0.073,0.121,0.215,0.51,47149
"2504","47151",0.121,0.144,0.154,0.219,0.362,47151
"2505","47153",0.108,0.087,0.177,0.289,0.339,47153
"2506","47155",0.039,0.072,0.15,0.183,0.556,47155
"2507","47157",0.034,0.025,0.105,0.184,0.653,47157
"2508","47159",0.088,0.091,0.202,0.113,0.507,47159
"2509","47161",0.071,0.045,0.15,0.214,0.521,47161
"2510","47163",0.096,0.091,0.143,0.187,0.483,47163
"2511","47165",0.104,0.069,0.14,0.196,0.49,47165
"2512","47167",0.081,0.025,0.223,0.138,0.533,47167
"2513","47169",0.112,0.063,0.241,0.133,0.452,47169
"2514","47171",0.049,0.041,0.108,0.306,0.497,47171
"2515","47173",0.086,0.145,0.167,0.181,0.421,47173
"2516","47175",0.145,0.147,0.147,0.239,0.323,47175
"2517","47177",0.14,0.107,0.189,0.212,0.352,47177
"2518","47179",0.061,0.074,0.166,0.218,0.48,47179
"2519","47181",0.089,0.215,0.136,0.147,0.414,47181
"2520","47183",0.093,0.135,0.228,0.251,0.292,47183
"2521","47185",0.185,0.205,0.162,0.115,0.333,47185
"2522","47187",0.019,0.073,0.091,0.212,0.604,47187
"2523","47189",0.105,0.035,0.099,0.192,0.568,47189
"2524","48001",0.172,0.104,0.095,0.088,0.541,48001
"2525","48003",0.09,0.044,0.067,0.202,0.597,48003
"2526","48005",0.121,0.064,0.079,0.2,0.536,48005
"2527","48007",0.006,0.005,0.17,0.074,0.746,48007
"2528","48009",0.081,0.053,0.099,0.091,0.676,48009
"2529","48011",0.08,0.066,0.116,0.25,0.488,48011
"2530","48013",0.001,0.01,0.032,0.156,0.802,48013
"2531","48015",0.006,0.024,0.054,0.224,0.692,48015
"2532","48017",0.018,0.106,0.06,0.217,0.598,48017
"2533","48019",0.073,0.018,0.07,0.09,0.749,48019
"2534","48021",0.007,0.02,0.084,0.161,0.729,48021
"2535","48023",0.066,0.075,0.134,0.104,0.62,48023
"2536","48025",0.001,0.003,0.052,0.19,0.753,48025
"2537","48027",0.01,0.035,0.078,0.205,0.672,48027
"2538","48029",0.015,0.016,0.057,0.09,0.822,48029
"2539","48031",0.005,0.019,0.115,0.074,0.788,48031
"2540","48033",0.039,0.115,0.125,0.107,0.614,48033
"2541","48035",0.031,0.154,0.102,0.248,0.465,48035
"2542","48037",0.058,0.134,0.114,0.221,0.473,48037
"2543","48039",0.021,0.042,0.075,0.17,0.691,48039
"2544","48041",0.012,0.038,0.067,0.347,0.537,48041
"2545","48043",0.011,0.012,0.077,0.172,0.728,48043
"2546","48045",0.105,0.077,0.113,0.187,0.518,48045
"2547","48047",0.061,0.004,0.166,0.09,0.678,48047
"2548","48049",0.085,0.077,0.066,0.239,0.534,48049
"2549","48051",0.02,0.072,0.071,0.281,0.555,48051
"2550","48053",0.031,0.039,0.055,0.194,0.682,48053
"2551","48055",0.001,0.001,0.063,0.185,0.751,48055
"2552","48057",0.019,0.028,0.179,0.071,0.703,48057
"2553","48059",0.049,0.06,0.119,0.205,0.567,48059
"2554","48061",0.035,0.061,0.034,0.056,0.813,48061
"2555","48063",0.017,0.064,0.213,0.235,0.471,48063
"2556","48065",0.099,0.064,0.124,0.252,0.462,48065
"2557","48067",0.034,0.145,0.17,0.209,0.441,48067
"2558","48069",0.057,0.051,0.043,0.296,0.553,48069
"2559","48071",0.027,0.094,0.078,0.201,0.6,48071
"2560","48073",0.123,0.063,0.148,0.192,0.475,48073
"2561","48075",0.147,0.124,0.189,0.206,0.334,48075
"2562","48077",0.066,0.049,0.105,0.087,0.693,48077
"2563","48079",0.029,0.078,0.068,0.229,0.595,48079
"2564","48081",0.039,0.056,0.093,0.241,0.572,48081
"2565","48083",0.053,0.048,0.084,0.259,0.556,48083
"2566","48085",0.021,0.026,0.054,0.181,0.719,48085
"2567","48087",0.239,0.142,0.176,0.16,0.284,48087
"2568","48089",0.004,0.044,0.078,0.228,0.645,48089
"2569","48091",0.007,0.044,0.063,0.146,0.74,48091
"2570","48093",0.045,0.075,0.059,0.2,0.621,48093
"2571","48095",0.012,0.029,0.072,0.279,0.607,48095
"2572","48097",0.118,0.026,0.056,0.207,0.594,48097
"2573","48099",0.015,0.027,0.142,0.194,0.622,48099
"2574","48101",0.107,0.106,0.188,0.176,0.423,48101
"2575","48103",0.08,0.056,0.096,0.199,0.57,48103
"2576","48105",0.026,0.071,0.072,0.225,0.606,48105
"2577","48107",0.031,0.071,0.058,0.227,0.613,48107
"2578","48109",0.125,0.006,0.039,0.176,0.654,48109
"2579","48111",0.119,0.074,0.123,0.289,0.396,48111
"2580","48113",0.024,0.019,0.059,0.141,0.757,48113
"2581","48115",0.03,0.023,0.074,0.115,0.759,48115
"2582","48117",0.063,0.063,0.095,0.284,0.494,48117
"2583","48119",0.04,0.074,0.094,0.285,0.507,48119
"2584","48121",0.016,0.025,0.046,0.204,0.709,48121
"2585","48123",0.003,0.019,0.091,0.061,0.827,48123
"2586","48125",0.032,0.071,0.111,0.254,0.532,48125
"2587","48127",0.021,0.059,0.097,0.133,0.69,48127
"2588","48129",0.139,0.065,0.147,0.21,0.439,48129
"2589","48131",0.122,0.003,0.132,0.053,0.691,48131
"2590","48133",0.055,0.089,0.104,0.195,0.557,48133
"2591","48135",0.085,0.047,0.076,0.204,0.588,48135
"2592","48137",0.016,0.047,0.145,0.101,0.691,48137
"2593","48139",0.027,0.017,0.044,0.19,0.722,48139
"2594","48141",0.007,0.007,0.033,0.075,0.877,48141
"2595","48143",0.017,0.096,0.075,0.202,0.609,48143
"2596","48145",0.009,0.029,0.061,0.187,0.715,48145
"2597","48147",0.117,0.126,0.131,0.226,0.4,48147
"2598","48149",0.006,0.05,0.259,0.142,0.543,48149
"2599","48151",0.097,0.097,0.109,0.186,0.51,48151
"2600","48153",0.049,0.063,0.043,0.216,0.629,48153
"2601","48155",0.045,0.101,0.23,0.147,0.477,48155
"2602","48157",0.024,0.03,0.057,0.115,0.774,48157
"2603","48159",0.013,0.055,0.131,0.327,0.474,48159
"2604","48161",0.025,0.121,0.085,0.137,0.632,48161
"2605","48163",0.136,0.007,0.038,0.108,0.71,48163
"2606","48165",0.121,0.034,0.033,0.176,0.636,48165
"2607","48167",0.033,0.037,0.105,0.207,0.617,48167
"2608","48169",0.034,0.079,0.067,0.207,0.612,48169
"2609","48171",0.095,0.091,0.107,0.114,0.592,48171
"2610","48173",0.069,0.054,0.058,0.234,0.586,48173
"2611","48175",0.001,0.025,0.16,0.077,0.737,48175
"2612","48177",0.001,0.001,0.091,0.078,0.828,48177
"2613","48179",0.139,0.069,0.134,0.222,0.436,48179
"2614","48181",0.064,0.063,0.095,0.247,0.53,48181
"2615","48183",0.053,0.064,0.074,0.186,0.623,48183
"2616","48185",0.025,0.047,0.04,0.348,0.54,48185
"2617","48187",0.027,0.022,0.032,0.125,0.794,48187
"2618","48189",0.066,0.058,0.028,0.239,0.609,48189
"2619","48191",0.179,0.065,0.19,0.157,0.41,48191
"2620","48193",0.019,0.085,0.137,0.267,0.493,48193
"2621","48195",0.136,0.076,0.126,0.234,0.428,48195
"2622","48197",0.042,0.116,0.237,0.223,0.381,48197
"2623","48199",0.021,0.054,0.102,0.187,0.636,48199
"2624","48201",0.019,0.024,0.069,0.152,0.736,48201
"2625","48203",0.086,0.037,0.088,0.19,0.599,48203
"2626","48205",0.1,0.07,0.116,0.28,0.434,48205
"2627","48207",0.087,0.128,0.137,0.209,0.439,48207
"2628","48209",0,0.007,0.022,0.115,0.855,48209
"2629","48211",0.189,0.125,0.139,0.138,0.409,48211
"2630","48213",0.043,0.072,0.127,0.197,0.56,48213
"2631","48215",0.055,0.003,0.033,0.084,0.826,48215
"2632","48217",0.047,0.083,0.029,0.242,0.599,48217
"2633","48219",0.031,0.072,0.06,0.237,0.6,48219
"2634","48221",0.009,0.122,0.135,0.124,0.61,48221
"2635","48223",0.054,0.026,0.062,0.369,0.488,48223
"2636","48225",0.182,0.09,0.104,0.15,0.474,48225
"2637","48227",0.063,0.063,0.061,0.218,0.596,48227
"2638","48229",0.013,0.003,0.076,0.029,0.88,48229
"2639","48231",0.069,0.072,0.082,0.285,0.492,48231
"2640","48233",0.112,0.064,0.128,0.249,0.447,48233
"2641","48235",0.009,0.047,0.058,0.276,0.61,48235
"2642","48237",0.009,0.018,0.012,0.37,0.592,48237
"2643","48239",0.02,0.062,0.146,0.075,0.696,48239
"2644","48241",0.04,0.055,0.068,0.125,0.712,48241
"2645","48243",0.009,0.005,0.038,0.186,0.763,48243
"2646","48245",0.036,0.075,0.11,0.171,0.608,48245
"2647","48247",0.071,0.003,0.079,0.099,0.748,48247
"2648","48249",0.057,0.007,0.137,0.051,0.748,48249
"2649","48251",0.024,0.079,0.056,0.199,0.642,48251
"2650","48253",0.064,0.079,0.121,0.193,0.543,48253
"2651","48255",0,0.001,0.104,0.145,0.75,48255
"2652","48257",0.063,0.058,0.041,0.155,0.682,48257
"2653","48259",0.002,0.059,0.076,0.158,0.705,48259
"2654","48261",0.04,0.01,0.08,0.098,0.772,48261
"2655","48263",0.069,0.168,0.172,0.167,0.424,48263
"2656","48265",0.059,0.149,0.167,0.154,0.472,48265
"2657","48267",0.036,0.126,0.165,0.207,0.466,48267
"2658","48269",0.065,0.108,0.177,0.254,0.397,48269
"2659","48271",0.004,0.059,0.121,0.084,0.733,48271
"2660","48273",0.063,0.015,0.075,0.121,0.726,48273
"2661","48275",0.063,0.105,0.184,0.145,0.502,48275
"2662","48277",0.054,0.095,0.135,0.238,0.478,48277
"2663","48279",0.038,0.065,0.046,0.255,0.597,48279
"2664","48281",0.024,0.019,0.077,0.233,0.648,48281
"2665","48283",0.152,0.002,0.083,0.097,0.667,48283
"2666","48285",0.008,0.029,0.114,0.114,0.736,48285
"2667","48287",0.035,0.122,0.148,0.142,0.553,48287
"2668","48289",0.089,0.078,0.111,0.192,0.531,48289
"2669","48291",0.019,0.034,0.114,0.182,0.65,48291
"2670","48293",0.005,0.086,0.061,0.087,0.762,48293
"2671","48295",0.147,0.143,0.099,0.195,0.415,48295
"2672","48297",0.005,0.003,0.081,0.189,0.722,48297
"2673","48299",0.08,0.036,0.056,0.214,0.615,48299
"2674","48301",0.109,0.047,0.081,0.221,0.543,48301
"2675","48303",0.031,0.072,0.056,0.232,0.61,48303
"2676","48305",0.032,0.068,0.054,0.222,0.624,48305
"2677","48307",0.031,0.053,0.09,0.34,0.486,48307
"2678","48309",0.022,0.049,0.046,0.161,0.721,48309
"2679","48311",0.043,0.002,0.21,0.203,0.542,48311
"2680","48313",0.065,0.032,0.097,0.337,0.469,48313
"2681","48315",0.076,0.067,0.118,0.211,0.528,48315
"2682","48317",0.075,0.043,0.056,0.235,0.591,48317
"2683","48319",0.043,0.091,0.163,0.247,0.456,48319
"2684","48321",0.004,0.051,0.113,0.161,0.67,48321
"2685","48323",0.005,0.091,0.129,0.13,0.645,48323
"2686","48325",0.006,0.017,0.07,0.155,0.753,48325
"2687","48327",0.013,0.048,0.088,0.289,0.562,48327
"2688","48329",0.083,0.044,0.066,0.219,0.588,48329
"2689","48331",0.006,0.019,0.07,0.228,0.679,48331
"2690","48333",0.041,0.117,0.062,0.261,0.518,48333
"2691","48335",0.168,0.131,0.087,0.126,0.489,48335
"2692","48337",0.041,0.08,0.129,0.22,0.529,48337
"2693","48339",0.031,0.073,0.061,0.145,0.69,48339
"2694","48341",0.101,0.064,0.123,0.27,0.441,48341
"2695","48343",0.038,0.116,0.21,0.176,0.46,48343
"2696","48345",0.067,0.053,0.084,0.206,0.591,48345
"2697","48347",0.094,0.06,0.097,0.221,0.528,48347
"2698","48349",0.006,0.024,0.114,0.217,0.639,48349
"2699","48351",0.057,0.049,0.11,0.152,0.631,48351
"2700","48353",0.09,0.072,0.108,0.187,0.544,48353
"2701","48355",0.024,0.034,0.028,0.079,0.835,48355
"2702","48357",0.15,0.104,0.105,0.201,0.439,48357
"2703","48359",0.084,0.065,0.109,0.278,0.464,48359
"2704","48361",0.051,0.07,0.105,0.157,0.618,48361
"2705","48363",0.027,0.023,0.029,0.181,0.74,48363
"2706","48365",0.027,0.033,0.211,0.281,0.448,48365
"2707","48367",0.02,0.048,0.055,0.206,0.671,48367
"2708","48369",0.033,0.081,0.089,0.277,0.521,48369
"2709","48371",0.05,0.051,0.15,0.197,0.551,48371
"2710","48373",0.016,0.099,0.052,0.144,0.689,48373
"2711","48375",0.067,0.063,0.113,0.272,0.485,48375
"2712","48377",0.003,0.003,0.032,0.174,0.789,48377
"2713","48379",0.143,0.062,0.038,0.245,0.512,48379
"2714","48381",0.063,0.063,0.109,0.274,0.491,48381
"2715","48383",0.058,0.061,0.064,0.237,0.58,48383
"2716","48385",0.03,0.065,0.164,0.187,0.554,48385
"2717","48387",0.059,0.136,0.098,0.254,0.452,48387
"2718","48389",0.07,0.04,0.086,0.204,0.6,48389
"2719","48391",0.002,0.011,0.235,0.073,0.678,48391
"2720","48393",0.16,0.074,0.133,0.205,0.427,48393
"2721","48395",0.014,0.041,0.055,0.334,0.555,48395
"2722","48397",0.033,0.041,0.101,0.18,0.645,48397
"2723","48399",0.033,0.039,0.104,0.228,0.596,48399
"2724","48401",0.038,0.04,0.101,0.331,0.491,48401
"2725","48403",0.105,0.046,0.103,0.15,0.596,48403
"2726","48405",0.096,0.033,0.07,0.222,0.58,48405
"2727","48407",0.009,0.064,0.082,0.112,0.733,48407
"2728","48409",0.015,0.02,0.053,0.074,0.838,48409
"2729","48411",0.026,0.101,0.099,0.255,0.519,48411
"2730","48413",0.002,0.029,0.054,0.271,0.644,48413
"2731","48415",0.143,0.177,0.127,0.09,0.463,48415
"2732","48417",0.061,0.099,0.14,0.183,0.518,48417
"2733","48419",0.025,0.035,0.117,0.369,0.453,48419
"2734","48421",0.125,0.073,0.129,0.267,0.406,48421
"2735","48423",0.108,0.091,0.104,0.168,0.529,48423
"2736","48425",0.027,0.161,0.133,0.201,0.477,48425
"2737","48427",0.039,0.008,0.023,0.1,0.831,48427
"2738","48429",0.058,0.149,0.221,0.127,0.445,48429
"2739","48431",0.032,0.077,0.067,0.252,0.572,48431
"2740","48433",0.084,0.122,0.12,0.224,0.449,48433
"2741","48435",0.009,0.042,0.08,0.209,0.659,48435
"2742","48437",0.084,0.075,0.053,0.255,0.532,48437
"2743","48439",0.023,0.034,0.077,0.144,0.722,48439
"2744","48441",0.054,0.059,0.12,0.191,0.575,48441
"2745","48443",0.021,0.061,0.167,0.154,0.597,48443
"2746","48445",0.034,0.066,0.061,0.226,0.613,48445
"2747","48447",0.073,0.135,0.172,0.118,0.501,48447
"2748","48449",0.019,0.117,0.191,0.264,0.409,48449
"2749","48451",0.007,0.038,0.071,0.271,0.613,48451
"2750","48453",0.015,0.008,0.024,0.158,0.795,48453
"2751","48455",0.052,0.077,0.065,0.181,0.625,48455
"2752","48457",0.021,0.066,0.054,0.155,0.703,48457
"2753","48459",0.051,0.076,0.104,0.179,0.59,48459
"2754","48461",0.077,0.058,0.088,0.21,0.567,48461
"2755","48463",0.014,0.022,0.136,0.081,0.747,48463
"2756","48465",0.003,0.05,0.09,0.072,0.784,48465
"2757","48467",0.138,0.143,0.151,0.161,0.407,48467
"2758","48469",0.008,0.039,0.138,0.058,0.757,48469
"2759","48471",0.029,0.058,0.079,0.179,0.655,48471
"2760","48473",0.016,0.06,0.07,0.236,0.618,48473
"2761","48475",0.08,0.052,0.094,0.197,0.577,48475
"2762","48477",0.02,0.031,0.087,0.328,0.534,48477
"2763","48479",0.033,0,0.064,0.136,0.767,48479
"2764","48481",0.011,0.072,0.076,0.216,0.625,48481
"2765","48483",0.23,0.139,0.158,0.126,0.346,48483
"2766","48485",0.073,0.046,0.096,0.092,0.692,48485
"2767","48487",0.046,0.081,0.171,0.168,0.535,48487
"2768","48489",0.034,0.015,0.067,0.064,0.82,48489
"2769","48491",0.016,0.033,0.065,0.177,0.708,48491
"2770","48493",0,0.003,0.072,0.208,0.716,48493
"2771","48495",0.087,0.05,0.086,0.196,0.581,48495
"2772","48497",0.008,0.127,0.046,0.17,0.649,48497
"2773","48499",0.046,0.073,0.071,0.283,0.526,48499
"2774","48501",0.084,0.035,0.065,0.254,0.561,48501
"2775","48503",0.062,0.063,0.086,0.144,0.645,48503
"2776","48505",0.047,0.001,0.035,0.138,0.779,48505
"2777","48507",0.036,0.075,0.115,0.138,0.635,48507
"2778","49001",0.099,0.026,0.271,0.283,0.32,49001
"2779","49003",0.084,0.116,0.111,0.27,0.419,49003
"2780","49005",0.09,0.108,0.08,0.31,0.411,49005
"2781","49007",0.107,0.134,0.114,0.293,0.353,49007
"2782","49009",0.091,0.296,0.102,0.33,0.181,49009
"2783","49011",0.035,0.055,0.077,0.314,0.518,49011
"2784","49013",0.051,0.259,0.033,0.469,0.188,49013
"2785","49015",0.122,0.109,0.106,0.239,0.424,49015
"2786","49017",0.062,0.056,0.232,0.264,0.386,49017
"2787","49019",0.056,0.111,0.098,0.176,0.558,49019
"2788","49021",0.065,0.036,0.22,0.262,0.417,49021
"2789","49023",0.335,0.023,0.079,0.193,0.369,49023
"2790","49025",0.061,0.041,0.226,0.227,0.445,49025
"2791","49027",0.432,0.023,0.088,0.171,0.286,49027
"2792","49029",0.092,0.155,0.053,0.37,0.33,49029
"2793","49031",0.097,0.061,0.266,0.3,0.276,49031
"2794","49033",0.077,0.113,0.062,0.327,0.421,49033
"2795","49035",0.028,0.032,0.094,0.202,0.644,49035
"2796","49037",0.04,0.064,0.042,0.21,0.644,49037
"2797","49039",0.107,0.043,0.104,0.273,0.473,49039
"2798","49041",0.152,0.096,0.171,0.3,0.282,49041
"2799","49043",0.018,0.1,0.054,0.177,0.651,49043
"2800","49045",0.002,0.114,0.141,0.212,0.532,49045
"2801","49047",0.121,0.269,0.046,0.389,0.175,49047
"2802","49049",0.068,0.035,0.195,0.244,0.458,49049
"2803","49051",0.039,0.063,0.056,0.254,0.588,49051
"2804","49053",0.034,0.056,0.123,0.269,0.518,49053
"2805","49055",0.068,0.129,0.114,0.269,0.42,49055
"2806","49057",0.066,0.089,0.072,0.287,0.486,49057
"2807","50001",0.029,0.045,0.086,0.139,0.702,50001
"2808","50003",0.028,0.058,0.061,0.084,0.77,50003
"2809","50005",0.076,0.121,0.078,0.154,0.57,50005
"2810","50007",0.031,0.07,0.065,0.115,0.718,50007
"2811","50009",0.054,0.075,0.083,0.158,0.631,50009
"2812","50011",0.042,0.058,0.056,0.134,0.71,50011
"2813","50013",0.031,0.039,0.088,0.113,0.729,50013
"2814","50015",0.027,0.181,0.062,0.141,0.59,50015
"2815","50017",0.029,0.095,0.073,0.107,0.696,50017
"2816","50019",0.07,0.174,0.061,0.149,0.546,50019
